problem_type,encoding,direction,problem_id,solver_id,repeat_index,seed,best_objective,feasible,objective_valid,objective_mismatch,best_known,best_known_reached,best_known_gap,stop_reason,runtime,linprog_runtime,evaluation_count,error,excluded_reason,metadata_json
mkp,binary,max,weish05,bsma_numba,2,2069740121,4514,True,True,False,4514,True,0,best_known_reached,0.16881223395466805,0.04353694501332939,20020,,,"{""solve"": {""linprog_runtime"": 0.04353694501332939, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish06,bsma_numba,2,510080448,5557,True,True,False,5557,True,0,best_known_reached,0.2466391900088638,0.043600643053650856,20020,,,"{""solve"": {""linprog_runtime"": 0.043600643053650856, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish07,bsma_numba,2,141265890,5567,True,True,False,5567,True,0,best_known_reached,0.22213679598644376,0.04383013607002795,20020,,,"{""solve"": {""linprog_runtime"": 0.04383013607002795, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish08,bsma_numba,2,651075015,5605,True,True,False,5605,True,0,best_known_reached,0.20198747795075178,0.013831302057951689,20020,,,"{""solve"": {""linprog_runtime"": 0.013831302057951689, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish09,bsma_numba,2,641842095,5246,True,True,False,5246,True,0,best_known_reached,0.17582002514973283,0.02417200105264783,20020,,,"{""solve"": {""linprog_runtime"": 0.02417200105264783, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish10,bsma_numba,2,2132034875,6339,True,True,False,6339,True,0,best_known_reached,0.2663821300957352,0.03375340299680829,20020,,,"{""solve"": {""linprog_runtime"": 0.03375340299680829, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish11,bsma_numba,2,1100575667,5643,True,True,False,5643,True,0,best_known_reached,0.2484899591654539,0.06406380701810122,20020,,,"{""solve"": {""linprog_runtime"": 0.06406380701810122, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish12,bsma_numba,2,1730598967,6339,True,True,False,6339,True,0,best_known_reached,0.31156568601727486,0.02193905203603208,20020,,,"{""solve"": {""linprog_runtime"": 0.02193905203603208, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish13,bsma_numba,2,658610776,6159,True,True,False,6159,True,0,best_known_reached,0.1682754079811275,0.017332775052636862,20020,,,"{""solve"": {""linprog_runtime"": 0.017332775052636862, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish14,bsma_numba,2,1309079663,6954,True,True,False,6954,True,0,best_known_reached,0.2949258538428694,0.05934765003621578,20020,,,"{""solve"": {""linprog_runtime"": 0.05934765003621578, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish15,bsma_numba,2,33216727,7486,True,True,False,7486,True,0,best_known_reached,0.29640689492225647,0.025675690034404397,20020,,,"{""solve"": {""linprog_runtime"": 0.025675690034404397, ""numba"": true}, ""validation"": {}}"
